tdate,code,score
2019-01-07,A123320,0.5361151204598426
2019-01-07,A130680,0.5884023675790475
2019-01-07,A133690,0.5024238379845594
2019-01-07,A137610,0.41208423952253465
2019-01-07,A138520,0.5468658504030962
2019-01-07,A138530,0.5393201166263247
2019-01-07,A138540,0.5872170246293874
2019-01-07,A139220,0.6109451355370278
2019-01-07,A139230,0.4826797003678049
2019-01-07,A139240,0.5044887080400713
2019-01-07,A139250,0.576716713624334
2019-01-07,A139260,0.5678534719278195
2019-01-07,A139270,0.5371727007228371
2019-01-07,A139280,0.46061093733602093
2019-01-07,A139290,0.480255986756102
2019-01-07,A139310,0.4194867722157154
2019-01-07,A139320,0.48978777667793344
2019-01-07,A143850,0.6157749558428204
2019-01-07,A143860,0.6102261747533585
2019-01-07,A147970,0.5574161685425206
2019-01-07,A150460,0.5527054794187571
2019-01-07,A157450,0.7516302519410045
2019-01-07,A157490,0.47731484683750064
2019-01-07,A157500,0.6015918141721611
2019-01-07,A160580,0.5590919146373045
2019-01-07,A166400,0.5189430416507398
2019-01-07,A174350,0.5631116147543924
2019-01-07,A182480,0.5986201660797623
2019-01-07,A182490,0.5742909919801419
2019-01-07,A192090,0.6170370988985215
2019-01-07,A195920,0.58538609274874
2019-01-07,A195930,0.47683717673239395
2019-01-07,A203780,0.5080655947848907
2019-01-07,A204480,0.5204908797797997
2019-01-07,A210780,0.6292617929148133
2019-01-07,A211560,0.4702413401556044
2019-01-07,A217770,0.4327539180125736
2019-01-07,A217780,0.5286501603779704
2019-01-07,A217790,0.45460649817140886
2019-01-07,A225030,0.5232445166216898
2019-01-07,A225040,0.46138966589168745
2019-01-07,A225050,0.5711815779530576
2019-01-07,A225060,0.5235649247443178
2019-01-07,A227540,0.5098887418393381
2019-01-07,A227550,0.6261320241031035
2019-01-07,A227560,0.5076253956060623
2019-01-07,A227570,0.48056524635670766
2019-01-07,A228790,0.41399141577798804
2019-01-07,A228800,0.41110698388342426
2019-01-07,A228810,0.5246747578148122
2019-01-07,A228820,0.5486771135278601
2019-01-07,A232080,0.45018643045656126
2019-01-07,A233160,0.5385350384650934
2019-01-07,A236350,0.48895620889214825
2019-01-07,A237440,0.4084634855026832
2019-01-07,A241180,0.6329785528959572
2019-01-07,A243880,0.4706441281124705
2019-01-07,A243890,0.50179345134452
2019-01-07,A245340,0.46721425197192223
2019-01-07,A245350,0.5431038451119982
2019-01-07,A245360,0.5120383569404953
2019-01-07,A248260,0.5045183758878561
2019-01-07,A248270,0.5090158409599875
2019-01-07,A250780,0.5149310077290004
2019-01-07,A252000,0.4942866371116679
2019-01-07,A252710,0.5573179559810882
2019-01-07,A261060,0.5176271434269155
2019-01-07,A261070,0.5620667910884083
2019-01-07,A261110,0.5284882881029147
2019-01-07,A261120,0.545619599255489
2019-01-07,A261140,0.5839626244423509
2019-01-07,A267770,0.45821278010215466
2019-01-07,A269370,0.520994247667753
2019-01-07,A272580,0.6891927649320553
2019-01-07,A275980,0.4979073976581974
2019-01-07,A276000,0.47960720762408965
2019-01-07,A277630,0.5697309249322999
2019-01-07,A277640,0.5607270140595046
2019-01-07,A277650,0.5445016588982979
2019-01-07,A289250,0.5408131279621701
2019-01-07,A289260,0.5001829719615344
2019-01-07,A289480,0.5523759091248874
2019-01-07,A292150,0.5336146828444943
2019-01-07,A292160,0.5137873758821492
2019-01-07,A292560,0.46027937019784754
2019-01-07,A300610,0.5894677228427487
2019-01-07,A302170,0.5098850664297719
2019-01-07,A302180,0.3769695008065505
2019-01-07,A302190,0.649303330223396
2019-01-07,A305080,0.48763525750892683
2019-01-07,A305540,0.5273957674331365
2019-01-07,A307510,0.49713925713752544
2019-01-07,A307520,0.6293305806012759
2019-01-07,A310960,0.5320040885637148
2019-01-07,A310970,0.5554164360194985
2019-01-08,A091220,0.5860945753900997
2019-01-08,A091230,0.5120148269232497
2019-01-08,A098560,0.509774248048506
2019-01-08,A102110,0.38668637329154576
2019-01-08,A105010,0.43860611237076647
2019-01-08,A114820,0.5233018711312357
2019-01-08,A117690,0.5674822321537442
2019-01-08,A123310,0.48151105584082604
2019-01-08,A123320,0.4909495262059667
2019-01-08,A130680,0.518371536404194
2019-01-08,A133690,0.49859966418740437
2019-01-08,A137610,0.48742790248934015
2019-01-08,A138520,0.44614712440312504
2019-01-08,A138530,0.37200292804788737
2019-01-08,A138540,0.5937101015558568
2019-01-08,A139220,0.4950706255907109
2019-01-08,A139230,0.45322342671046667
2019-01-08,A139240,0.47865688763528486
2019-01-08,A139250,0.5210602162800138
2019-01-08,A139260,0.6334025337254626
2019-01-08,A139270,0.5351255115030178
2019-01-08,A139280,0.522659797376614
2019-01-08,A139290,0.5369323245124175
2019-01-08,A139310,0.5927930171693532
2019-01-08,A139320,0.4973714232960397
2019-01-08,A143850,0.518630089116668
2019-01-08,A143860,0.5628647781943878
2019-01-08,A147970,0.6086734127076638
2019-01-08,A150460,0.5480570841319894
2019-01-08,A157450,0.75166474314551
2019-01-08,A157490,0.5046201270729941
2019-01-08,A157500,0.5003245703269391
2019-01-08,A160580,0.483030921235904
2019-01-08,A166400,0.5016194524977436
2019-01-08,A174350,0.6091495758643071
2019-01-08,A182480,0.5007619156069064
2019-01-08,A182490,0.4809294541968055
2019-01-08,A192090,0.5591280458407312
2019-01-08,A195920,0.5567804460128025
2019-01-08,A195930,0.5688239082946103
2019-01-08,A203780,0.5143565347571303
2019-01-08,A204480,0.5447190203328156
2019-01-08,A210780,0.5467299148168517
2019-01-08,A211560,0.4729643729592003
2019-01-08,A217770,0.5414020032954135
2019-01-08,A217780,0.5155998030708853
2019-01-08,A217790,0.574107543113815
2019-01-08,A225030,0.4418898867104934
2019-01-08,A225040,0.39105397151485316
2019-01-08,A225050,0.45064519873764936
2019-01-08,A225060,0.5839413985850562
2019-01-08,A227540,0.5624500106049565
2019-01-08,A227550,0.5534711014572938
2019-01-08,A227560,0.4757251202532535
2019-01-08,A227570,0.6152334815023601
2019-01-08,A228790,0.4193908845966547
2019-01-08,A228800,0.4936745329381637
2019-01-08,A228810,0.4474850053351727
2019-01-08,A228820,0.586740104590923
2019-01-08,A232080,0.49889130481665545
2019-01-08,A233160,0.5897049985027816
2019-01-08,A236350,0.6103408145067359
2019-01-08,A237440,0.4564792087152103
2019-01-08,A241180,0.5210757580485338
2019-01-08,A243880,0.518958563617587
2019-01-08,A243890,0.5029220473360119
2019-01-08,A245340,0.5919329432153514
2019-01-08,A245350,0.5017070393719246
2019-01-08,A245360,0.5433897221227301
2019-01-08,A248260,0.5392449054346456
2019-01-08,A248270,0.5771400674681307
2019-01-08,A250780,0.5969149150627667
2019-01-08,A252000,0.6412905110216879
2019-01-08,A252710,0.46647692067593266
2019-01-08,A261060,0.4736872425026628
2019-01-08,A261070,0.597357508011638
2019-01-08,A261110,0.5078159758934845
2019-01-08,A261120,0.5207717686504648
2019-01-08,A261140,0.45805958883269254
2019-01-08,A267770,0.5629942054849906
2019-01-08,A269370,0.5283369292045387
2019-01-08,A272580,0.6859259154859564
2019-01-08,A275980,0.544106105563257
2019-01-08,A276000,0.5400898085888065
2019-01-08,A277630,0.5896626926579677
2019-01-08,A277640,0.4766688564189907
2019-01-08,A277650,0.6037871056682226
2019-01-08,A289250,0.49364645164150267
2019-01-08,A289260,0.6186431885702243
2019-01-08,A289480,0.5549170693057136
2019-01-08,A292150,0.4768965396821841
2019-01-08,A292160,0.5351690514039116
2019-01-08,A292560,0.48630388821911313
2019-01-08,A300610,0.5648409463169846
2019-01-08,A302170,0.6450223620132306
2019-01-08,A302180,0.38359150667013847
2019-01-08,A302190,0.6513229481184559
2019-01-08,A305080,0.4255740845528995
2019-01-08,A305540,0.5249821317663695
2019-01-08,A307510,0.5689812222727172
2019-01-08,A307520,0.5879890199872184
2019-01-08,A310960,0.4933158739156078
2019-01-08,A310970,0.586291498694695
2019-01-09,A091220,0.48154409045975904
2019-01-09,A091230,0.5354743865750192
2019-01-09,A098560,0.49831526801589465
2019-01-09,A102110,0.43793390195720394
2019-01-09,A105010,0.5232837445881465
2019-01-09,A114820,0.6166186861566977
2019-01-09,A117690,0.5622035117711888
2019-01-09,A123310,0.4427975267597823
2019-01-09,A123320,0.5520798376179107
2019-01-09,A130680,0.5898217529817669
2019-01-09,A133690,0.5141668172057486
2019-01-09,A137610,0.5127520897431644
2019-01-09,A138520,0.4364649948191106
2019-01-09,A138530,0.4733922942529321
2019-01-09,A138540,0.5257431066088906
2019-01-09,A139220,0.558847422620814
2019-01-09,A139230,0.37835166065527864
2019-01-09,A139240,0.4984866416406944
2019-01-09,A139250,0.5137974763489557
2019-01-09,A139260,0.49516852052337174
2019-01-09,A139270,0.4778227152992149
2019-01-09,A139280,0.5299851548791021
2019-01-09,A139290,0.6058466686582439
2019-01-09,A139310,0.3832150650461017
2019-01-09,A139320,0.49598241820525835
2019-01-09,A143850,0.44056257540081467
2019-01-09,A143860,0.5959696648193504
2019-01-09,A147970,0.5834635496994142
2019-01-09,A150460,0.4266814205772582
2019-01-09,A157450,0.7516391478185239
2019-01-09,A157490,0.5232790971682961
2019-01-09,A157500,0.44897662212391837
2019-01-09,A160580,0.4718630292826629
2019-01-09,A166400,0.5837471879609217
2019-01-09,A174350,0.5643961176500297
2019-01-09,A182480,0.5029495690168152
2019-01-09,A182490,0.5903992932132657
2019-01-09,A192090,0.5693073841059176
2019-01-09,A195920,0.6102027578749714
2019-01-09,A195930,0.42150604506680867
2019-01-09,A203780,0.48658058124206355
2019-01-09,A204480,0.5260286429940008
2019-01-09,A210780,0.5930674230259597
2019-01-09,A211560,0.49419079362985724
2019-01-09,A217770,0.5197422466871209
2019-01-09,A217780,0.4424807552914985
2019-01-09,A217790,0.6054893734161245
2019-01-09,A225030,0.5001136547732041
2019-01-09,A225040,0.6172403097189337
2019-01-09,A225050,0.5473276465561213
2019-01-09,A225060,0.5172144660827689
2019-01-09,A227540,0.5710983731658296
2019-01-09,A227550,0.3846004160826797
2019-01-09,A227560,0.5809515460008968
2019-01-09,A227570,0.5084666113836295
2019-01-09,A228790,0.4173994354166877
2019-01-09,A228800,0.5725091529659169
2019-01-09,A228810,0.5708400300671989
2019-01-09,A228820,0.5154197840898846
2019-01-09,A232080,0.39645082921538194
2019-01-09,A233160,0.5276745026668018
2019-01-09,A236350,0.4976631251677406
2019-01-09,A237440,0.5784509464901787
2019-01-09,A241180,0.5279469620308603
2019-01-09,A243880,0.5270061275952275
2019-01-09,A243890,0.5295383867403993
2019-01-09,A245340,0.6241008346407905
2019-01-09,A245350,0.5237915787054344
2019-01-09,A245360,0.58949075134881
2019-01-09,A248260,0.4908719802548768
2019-01-09,A248270,0.4812689421301197
2019-01-09,A250780,0.4390563663208775
2019-01-09,A252000,0.51322358939372
2019-01-09,A252710,0.4535399322823095
2019-01-09,A261060,0.5318300363572422
2019-01-09,A261070,0.5812686347877359
2019-01-09,A261110,0.5045185052210558
2019-01-09,A261120,0.5414290136717571
2019-01-09,A261140,0.4813387557525128
2019-01-09,A267770,0.4277199115359911
2019-01-09,A269370,0.5244301007188802
2019-01-09,A272580,0.6825769789593815
2019-01-09,A275980,0.45827910335007394
2019-01-09,A276000,0.4633730432878238
2019-01-09,A277630,0.5556736690732154
2019-01-09,A277640,0.5535298143477797
2019-01-09,A277650,0.5572258529518627
2019-01-09,A289250,0.37085687000976736
2019-01-09,A289260,0.46347614748660204
2019-01-09,A289480,0.4705929987669069
2019-01-09,A292150,0.5181799384206108
2019-01-09,A292160,0.48498714107035407
2019-01-09,A292560,0.4896335791366028
2019-01-09,A300610,0.4865373590961933
2019-01-09,A302170,0.6136969692701492
2019-01-09,A302180,0.3770470598325084
2019-01-09,A302190,0.6586213790923897
2019-01-09,A305080,0.4516029379247651
2019-01-09,A305540,0.5022401516039104
2019-01-09,A307510,0.5993694662766683
2019-01-09,A307520,0.5021314173825459
2019-01-09,A310960,0.4401654738033849
2019-01-09,A310970,0.43803440066336113
2019-01-10,A091220,0.5298480647927896
2019-01-10,A091230,0.5261239414801094
2019-01-10,A098560,0.5049212262900762
2019-01-10,A102110,0.35922947835453223
2019-01-10,A105010,0.5066577491929083
2019-01-10,A114820,0.6920320289369354
2019-01-10,A117690,0.45438777891918986
2019-01-10,A123310,0.3974842172939354
2019-01-10,A123320,0.5451997257195412
2019-01-10,A130680,0.5482783739800915
2019-01-10,A133690,0.524788408437076
2019-01-10,A137610,0.4434190210123677
2019-01-10,A138520,0.6078759536881035
2019-01-10,A138530,0.4973811695013071
2019-01-10,A138540,0.5286091277765007
2019-01-10,A139220,0.5989785075916596
2019-01-10,A139230,0.4086114090863508
2019-01-10,A139240,0.48404114382020297
2019-01-10,A139250,0.49958531172599613
2019-01-10,A139260,0.5542749557979286
2019-01-10,A139270,0.48916051916915776
2019-01-10,A139280,0.5532313632165938
2019-01-10,A139290,0.5955177600395388
2019-01-10,A139310,0.6014761713150187
2019-01-10,A139320,0.4486360802679714
2019-01-10,A143850,0.38730166017329887
2019-01-10,A143860,0.4930118660810748
2019-01-10,A147970,0.4948647751075846
2019-01-10,A150460,0.5167369648065154
2019-01-10,A157450,0.7516782256180785
2019-01-10,A157490,0.48666224519545526
2019-01-10,A157500,0.558349794426129
2019-01-10,A160580,0.5472203244547673
2019-01-10,A166400,0.629067273480456
2019-01-10,A174350,0.6464503382241101
2019-01-10,A182480,0.4523473981012796
2019-01-10,A182490,0.48774858440208185
2019-01-10,A192090,0.5180029921793166
2019-01-10,A195920,0.5267636345709765
2019-01-10,A195930,0.5288874886968234
2019-01-10,A203780,0.5025921611837224
2019-01-10,A204480,0.5077254937671833
2019-01-10,A210780,0.5767339140846811
2019-01-10,A211560,0.5936618400900736
2019-01-10,A217770,0.5723151571914591
2019-01-10,A217780,0.4621423765202744
2019-01-10,A217790,0.6696303818528891
2019-01-10,A225030,0.4455301123305557
2019-01-10,A225040,0.57066255659368
2019-01-10,A225050,0.432005096636299
2019-01-10,A225060,0.47883475289240335
2019-01-10,A227540,0.5085291477794
2019-01-10,A227550,0.48806788161965914
2019-01-10,A227560,0.5135815470218067
2019-01-10,A227570,0.5572906886923993
2019-01-10,A228790,0.39940504458087034
2019-01-10,A228800,0.49650450595454676
2019-01-10,A228810,0.5088262953102566
2019-01-10,A228820,0.4669194459300002
2019-01-10,A232080,0.511642143507654
2019-01-10,A233160,0.596889167675177
2019-01-10,A236350,0.5414668813542346
2019-01-10,A237440,0.5344485947146352
2019-01-10,A241180,0.5718922341245339
2019-01-10,A243880,0.5247625837052845
2019-01-10,A243890,0.5031264582933269
2019-01-10,A245340,0.5327188299692202
2019-01-10,A245350,0.5805202838446811
2019-01-10,A245360,0.580911917710269
2019-01-10,A248260,0.5883651445227612
2019-01-10,A248270,0.5097775483379167
2019-01-10,A250780,0.4682109384919951
2019-01-10,A252000,0.5994566575217011
2019-01-10,A252710,0.5975430865315954
2019-01-10,A261060,0.5445318790926353
2019-01-10,A261070,0.5826559111617456
2019-01-10,A261110,0.5478283854466666
2019-01-10,A261120,0.5368364542867783
2019-01-10,A261140,0.4508071772101559
2019-01-10,A267770,0.4595428903964634
2019-01-10,A269370,0.5044144570517884
2019-01-10,A272580,0.6539361505103974
2019-01-10,A275980,0.5035811315159909
2019-01-10,A276000,0.46515053675650647
